Mod:Item:MetaData, Localized Name
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:grate:0, Wooden Grate
agricraft:crop_sticks, Crop Sticks
agricraft:journal, Agricultural Journal
agricraft:trowel, Gardening Trowel
agricraft:debugger, Debugger
agricraft:rake:0, Wooden Hand Rake
agricraft:rake:1, Iron Hand Rake
agricraft:clipper, Clipper
agricraft:clipping, Clipping
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_seed:0, Generic Seeds
agricraft:agri_nugget:0, Emerald Nugget
agricraft:agri_nugget:1, Diamond Nugget
agricraft:agri_nugget:2, Quartz Shard
agricraft:agri_nugget:3, Iron Nugget
agricraft:agri_nugget:4, Copper Nugget
agricraft:agri_nugget:5, Tin Nugget
agricraft:agri_nugget:6, Lead Nugget
agricraft:agri_nugget:7, Silver Nugget
agricraft:agri_nugget:8, Aluminum Nugget
agricraft:agri_nugget:9, Nickel Nugget
agricraft:agri_nugget:10, Platinum Nugget
agricraft:agri_nugget:11, Osmium Nugget
agricraft:agri_nugget:12, Unknown Fragment
agricraft:magnifying_glass, Magnifying Glass
apotheosis:hellshelf, Hellshelf
apotheosis:prismatic_web, Prismatic Cobweb
apotheosis:null_book, Tome of the Others
apotheosis:armor_head_book, Tome of Helmets
apotheosis:armor_chest_book, Tome of Chestplates
apotheosis:armor_legs_book, Tome of Legplates
apotheosis:armor_feet_book, Tome of Boots
apotheosis:weapon_book, Tome of Weaponry
apotheosis:digger_book, Tome of the Miners
apotheosis:fishing_rod_book, Tome of the Fishers
apotheosis:bow_book, Tome of the Archers
apotheosis:prismatic_altar, Altar of the Sea
apotheosis:scrap_tome, Tome of Scrapping
apotheosis:farmers_leash, Ender-Farmer's Lead
apotheosis:lucky_foot, Lucky Rabbit's Foot
aroma1997sdimension:portalframe, Portal Frame
aroma1997sdimension:miningmultitool, Mining Multitool
aroma1997sdimension:dimensionchanger, DimensionChanger
aroma1997sdimension:miningore:0, Sticky Ore
aroma1997sdimension:miningore:1, Clay Ore
astralsorcery:itemcraftingcomponent:0, Aquamarine
astralsorcery:itemcraftingcomponent:1, Starmetal Ingot
astralsorcery:itemcraftingcomponent:2, Stardust
astralsorcery:itemcraftingcomponent:3, Glass Lens
astralsorcery:itemcraftingcomponent:4, Resonating Gem
astralsorcery:itemcraftingcomponent:5, Parchment
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:itemconstellationpaper:0, Constellation Paper
astralsorcery:iteminfusedglass, Infused Glass
astralsorcery:itemrockcrystalsimple:0, Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemtunedrockcrystal:0, Attuned Rock Crystal
astralsorcery:itemcelestialcrystal:0, Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemtunedcelestialcrystal:0, Attuned Celestial Crystal
astralsorcery:itemjournal, Astral Tome
astralsorcery:itemhandtelescope, Looking Glass
astralsorcery:itemlinkingtool, Linking Tool
astralsorcery:itemwand, Resonating Wand
astralsorcery:itemsextant, Sextant
astralsorcery:itemilluminationwand, Illumination Wand
astralsorcery:itemcoloredlens:0, Colored Lens
astralsorcery:itemcoloredlens:1, Colored Lens
astralsorcery:itemcoloredlens:2, Colored Lens
astralsorcery:itemcoloredlens:3, Colored Lens
astralsorcery:itemcoloredlens:4, Colored Lens
astralsorcery:itemcoloredlens:5, Colored Lens
astralsorcery:itemcoloredlens:6, Colored Lens
astralsorcery:itemskyresonator, Fosic Resonator
astralsorcery:itemshiftingstar, Shifting Star
astralsorcery:itemarchitectwand, Formation Wand
astralsorcery:itemexchangewand, Conversion Wand
astralsorcery:itemgrapplewand, Impulsion Wand
astralsorcery:itemusabledust:0, Illumination Powder
astralsorcery:itemusabledust:1, Nocturnal Powder
astralsorcery:itemknowledgeshare, Scroll of Written Expertise
astralsorcery:itemperkseal, Sealing Sigil
astralsorcery:itemknowledgefragment, Lucent Scroll
astralsorcery:itemfragmentcapsule, Shining Casing
astralsorcery:itemperkgem:0, Ourium Gem
astralsorcery:itemperkgem:1, Ilium Gem
astralsorcery:itemperkgem:2, Fengarum Gem
astralsorcery:itemcrystalpickaxe, Crystal Pickaxe
astralsorcery:itemcrystalshovel, Crystal Shovel
astralsorcery:itemcrystalaxe, Crystal Axe
astralsorcery:itemcrystalsword, Crystal Sword
astralsorcery:itemchargedcrystalaxe, Infused Crystal Axe
astralsorcery:itemchargedcrystalsword, Infused Crystal Sword
astralsorcery:itemchargedcrystalpickaxe, Infused Crystal Pickaxe
astralsorcery:itemchargedcrystalshovel, Infused Crystal Shovel
astralsorcery:itemcape, Mantle of Stars
astralsorcery:itemenchantmentamulet, Resplendent Prism
astralsorcery:blockmarblestairs, Marble Stairs
astralsorcery:blockflarelight, Volatile Flare
astralsorcery:blockvanishing, tile.blockvanishing.name
astralsorcery:blockchalice, Containment Chalice
astralsorcery:blockbore, Evershifting Fountain
astralsorcery:blockattunementaltar, Attunement Altar
astralsorcery:blockattunementrelay, Spectral Relay
astralsorcery:blockwell, Lightwell
astralsorcery:blockworldilluminator, Cave Illuminator
astralsorcery:blockfaketree, 
astralsorcery:blockstarlightinfuser, Starlight Infuser
astralsorcery:blockrituallink, Ritual Anchor
astralsorcery:blockportalnode, 
astralsorcery:blocktreebeacon, Tree Beacon
astralsorcery:blocktranslucentblock, Translucent Block
astralsorcery:blockmapdrawingtable, Stellar Refraction Table
astralsorcery:blockcelestialgateway, Celestial Gateway
astralsorcery:blockobservatory, Observatory
astralsorcery:blocklens, Lens
astralsorcery:blockprism, PrismLens
astralsorcery:blockmarbleslab:0, Marble Slab
astralsorcery:blockcustomore:0, Rock Crystal Ore
astralsorcery:blockcustomore:1, Starmetal Ore
astralsorcery:blockcustomsandore:0, Aquamarine Shale
astralsorcery:blockcustomflower:0, Faint Amaranth
astralsorcery:blockmarble:0, Marble
astralsorcery:blockmarble:1, Marble Bricks
astralsorcery:blockmarble:2, Marble Pillar
astralsorcery:blockmarble:3, Marble Arch
astralsorcery:blockmarble:4, Chiseled Marble
astralsorcery:blockmarble:5, Engraved Marble
astralsorcery:blockmarble:6, Runed Marble
astralsorcery:blockblackmarble:0, Sooty Marble
astralsorcery:blockblackmarble:1, Sooty Marble Bricks
astralsorcery:blockblackmarble:2, Sooty Marble Pillar
